Soil Moisture,Temperature,Soil Humidity,Status
47,5,50,OFF
6,31,22,ON
16,42,66,OFF
31,35,58,ON
31,32,58,ON
52,15,44,ON
8,6,64,ON
48,20,41,ON
37,43,31,ON
57,12,69,ON
86,34,31,ON
32,31,70,ON
82,29,49,OFF
85,10,41,OFF
46,22,41,ON
31,13,24,ON
64,15,53,OFF
18,33,52,ON
80,31,59,ON
6,11,41,ON
18,37,20,ON
20,26,34,OFF
3,37,64,ON
71,31,21,ON
76,23,23,OFF
2,39,60,ON
75,39,25,ON
56,15,50,OFF
60,1,43,OFF
24,18,28,OFF
12,19,51,ON
6,35,35,ON
54,37,51,ON
64,4,70,OFF
30,24,45,OFF
18,22,24,ON
62,37,37,ON
86,28,55,OFF
51,21,57,OFF
46,45,21,ON
30,43,25,ON
44,24,59,OFF
35,5,30,OFF
9,28,65,ON
73,29,68,OFF
12,1,68,ON
80,24,34,ON
24,31,63,ON
82,36,25,OFF
82,1,43,OFF
12,12,33,ON
39,27,43,ON
44,17,67,ON
35,31,41,ON
10,5,51,OFF
12,10,57,OFF
73,34,53,OFF
85,13,20,OFF
55,7,55,OFF
51,9,21,ON
60,10,69,ON
89,30,21,OFF
8,6,63,ON
69,25,25,OFF
59,10,60,OFF
19,41,22,ON
2,42,56,ON
24,19,67,ON
52,14,46,OFF
7,3,36,OFF
66,22,38,ON
21,19,68,OFF
57,9,68,ON
18,7,68,ON
5,11,63,OFF
58,41,53,ON
24,26,35,OFF
88,9,42,OFF
78,38,33,OFF
13,27,25,ON
16,44,48,ON
38,6,37,OFF
32,13,54,ON
33,16,67,ON
84,19,23,OFF
3,13,25,ON
10,24,21,ON
22,17,25,ON
56,34,32,ON
69,4,45,OFF
78,37,65,OFF
12,23,26,ON
79,10,39,OFF
4,16,22,ON
65,39,31,ON
8,4,59,OFF
17,26,32,OFF
53,19,22,OFF
69,40,52,ON
15,44,31,ON
15,29,41,ON
47,16,54,OFF
39,19,54,OFF
79,6,45,OFF
30,0,55,OFF
31,33,51,ON
80,8,63,OFF
67,5,20,OFF
75,19,41,ON
43,14,65,OFF
85,14,59,OFF
35,24,62,ON
6,1,59,ON
39,34,39,ON
32,40,37,ON
89,7,32,OFF
57,17,46,OFF
26,29,29,ON
77,41,48,OFF
12,2,51,OFF
38,43,33,ON
21,24,39,ON
62,0,24,OFF
11,34,41,ON
49,21,57,ON
8,10,51,ON
82,13,23,OFF
66,31,52,ON
68,15,55,OFF
27,11,34,ON
12,32,25,ON
72,30,39,OFF
60,18,56,OFF
11,18,45,ON
73,33,65,OFF
1,30,49,ON
39,45,30,ON
82,9,52,OFF
29,6,55,OFF
77,27,56,ON
90,7,34,OFF
87,22,66,OFF
22,31,50,ON
69,34,27,ON
2,32,61,OFF
49,38,53,OFF
14,42,57,ON
62,20,59,OFF
25,8,52,OFF
15,28,43,ON
45,13,70,ON
27,21,52,OFF
16,6,47,ON
22,24,40,OFF
14,18,30,ON
68,17,48,ON
23,0,41,OFF
7,38,38,ON
30,43,61,ON
9,33,61,ON
33,7,41,OFF
66,40,56,OFF
41,9,25,ON
69,43,69,OFF
60,29,50,ON
56,9,42,OFF
42,1,59,OFF
83,3,36,OFF
39,38,56,ON
75,4,55,OFF
90,20,35,OFF
49,33,43,ON
73,39,64,OFF
25,39,69,ON
44,41,68,ON
41,7,52,ON
8,15,56,ON
8,2,63,ON
73,14,40,ON
4,1,46,ON
69,7,31,OFF
71,45,40,OFF
70,30,61,ON
75,15,68,OFF
2,3,23,OFF
46,24,41,ON
87,7,52,OFF
2,22,22,ON
38,8,39,OFF
15,34,49,OFF
72,38,54,OFF
44,35,41,ON
69,16,66,ON
52,17,65,ON
37,22,50,ON
81,4,47,OFF
52,14,23,OFF
75,10,52,OFF
29,45,56,ON
79,19,21,OFF
77,28,59,OFF
23,35,55,ON
7,5,24,ON
87,25,68,ON
2,27,27,ON
49,11,35,ON
22,29,26,ON
82,0,23,OFF
39,39,47,ON
59,26,38,ON
70,11,47,OFF
46,8,35,OFF
10,34,47,ON
27,39,21,ON
86,1,55,OFF
54,32,46,ON
59,34,56,ON
12,27,61,ON
77,23,39,ON
11,17,42,ON
85,35,37,OFF
8,11,54,ON
18,45,33,ON
52,18,48,ON
47,20,69,OFF
38,10,24,ON
79,45,40,ON
54,9,29,ON
70,3,55,OFF
65,45,59,OFF
35,0,36,OFF
74,45,53,ON
20,12,61,OFF
75,35,53,OFF
33,41,26,ON
58,40,30,ON
54,44,60,ON
16,33,53,ON
50,30,49,ON
80,3,56,OFF
18,44,43,OFF
47,43,68,ON
77,8,27,OFF
23,14,68,ON
47,3,25,ON
23,10,31,OFF
24,41,58,ON
28,38,32,ON
65,37,48,ON
48,35,28,ON
72,20,63,OFF
43,0,45,OFF
62,0,63,OFF
90,34,41,OFF
73,34,20,OFF
72,22,26,OFF
29,19,59,OFF
7,14,22,OFF
78,36,62,OFF
45,37,65,ON
78,7,28,OFF
57,41,51,ON
77,26,63,OFF
75,2,70,OFF
12,31,67,OFF
32,37,31,ON
23,26,28,ON
89,12,58,OFF
27,2,42,OFF
56,40,64,ON
55,33,47,ON
81,28,53,ON
41,33,52,ON
56,14,49,OFF
4,21,57,ON
85,1,40,OFF
46,42,39,ON
6,26,46,ON
86,29,64,OFF
34,24,56,OFF
32,4,57,ON
1,12,39,ON
29,28,34,ON
74,15,39,ON
50,5,24,OFF
41,34,48,ON
2,25,56,ON
81,0,68,OFF
67,25,64,OFF
33,23,52,ON
60,22,62,OFF
15,43,57,ON
44,2,46,OFF
14,42,37,ON
48,7,39,ON
33,14,65,ON
43,35,51,ON
24,17,44,OFF
61,39,37,OFF
81,30,50,ON
43,8,49,OFF
29,44,39,ON
28,17,21,OFF
14,32,44,ON
19,18,27,ON
23,39,37,ON
70,1,27,OFF
45,4,54,OFF
2,5,49,ON
74,31,56,ON
39,44,20,ON
69,28,63,OFF
9,35,26,ON
63,23,50,ON
48,36,51,OFF
75,13,33,ON
16,3,59,OFF
8,32,45,OFF
79,11,21,OFF
24,38,33,OFF
47,9,57,OFF
77,35,66,OFF
29,34,37,ON
80,14,50,OFF
76,3,67,OFF
18,9,34,OFF
37,15,55,OFF
70,33,47,OFF
70,44,51,OFF
28,1,49,OFF
74,18,46,OFF
32,37,50,ON
15,19,68,OFF
89,15,68,OFF
76,36,48,OFF
27,30,34,ON
31,33,28,OFF
67,35,59,ON
76,41,60,ON
21,11,67,ON
58,24,32,ON
71,7,60,OFF
18,12,26,ON
77,17,49,ON
36,39,64,ON
39,43,24,ON
86,9,33,OFF
36,43,63,ON
56,38,43,ON
47,45,44,ON
62,15,29,OFF
51,17,56,OFF
35,10,30,OFF
5,41,35,ON
79,0,64,OFF
12,45,40,ON
58,42,34,ON
14,36,27,ON
16,4,46,ON
11,12,28,ON
46,14,41,ON
76,4,60,OFF
10,43,33,ON
85,17,39,ON
26,19,40,ON
48,4,31,OFF
4,43,33,ON
84,5,25,OFF
5,4,30,ON
79,1,67,OFF
52,29,64,OFF
21,14,58,OFF
83,6,69,OFF
46,44,49,ON
85,22,66,ON
12,16,64,ON
76,25,64,OFF
54,44,60,OFF
67,25,42,ON
67,42,63,ON
23,3,23,OFF
6,9,29,ON
35,32,45,ON
49,18,45,OFF
78,32,33,OFF
74,19,60,OFF
61,24,32,ON
10,10,67,ON
43,33,43,OFF
24,23,70,ON
81,41,23,OFF
38,19,49,ON
25,12,69,ON
30,25,29,OFF
34,17,61,OFF
30,6,27,ON
77,32,63,ON
70,43,52,ON
24,29,40,OFF
40,32,66,ON
73,1,25,OFF
39,19,38,ON
26,21,33,ON
66,14,35,ON
8,15,33,ON
79,34,51,OFF
6,1,27,ON
29,8,21,ON
46,17,23,OFF
18,21,26,ON
79,4,58,OFF
8,3,35,ON
54,11,25,ON
57,10,25,OFF
6,25,65,ON
77,37,56,OFF
25,3,46,OFF
22,45,62,ON
85,16,44,OFF
19,33,61,ON
43,30,49,ON
5,29,27,ON
26,32,68,ON
85,5,68,OFF
84,1,30,OFF
17,26,55,ON
82,14,44,OFF
17,12,21,ON
87,4,51,OFF
67,15,47,ON
8,20,45,ON
18,41,56,ON
27,14,50,OFF
58,6,70,ON
30,10,47,ON
26,34,67,ON
61,38,64,ON
38,1,47,OFF
3,18,55,ON
42,5,24,OFF
35,39,30,OFF
4,16,40,ON
10,5,58,ON
70,4,49,OFF
49,15,39,ON
37,7,32,OFF
45,24,40,OFF
53,27,69,ON
41,10,25,OFF
40,43,39,ON
70,27,53,OFF
29,12,48,OFF
71,24,26,OFF
66,0,21,OFF
71,14,37,OFF
46,11,32,ON
33,7,34,ON
38,2,46,OFF
48,1,63,OFF
19,38,46,ON
84,40,66,OFF
14,16,65,ON
21,25,53,OFF
2,36,41,ON
34,17,25,OFF
64,12,20,OFF
7,24,46,ON
11,34,25,ON
18,45,50,ON
79,33,56,OFF
53,10,47,OFF
39,30,49,ON
14,33,67,ON
30,9,66,OFF
53,28,55,ON
43,26,70,ON
9,0,30,OFF
13,22,35,ON
64,8,57,OFF
90,38,35,ON
70,41,68,OFF
34,12,60,OFF
43,33,20,ON
41,31,51,ON
52,7,34,OFF
82,41,20,OFF
2,38,27,ON
82,21,67,OFF
62,33,52,OFF
42,7,30,OFF
1,9,43,ON
83,30,67,OFF
41,29,34,OFF
90,35,63,OFF
4,11,25,OFF
22,45,23,ON
67,11,50,OFF
35,19,46,ON
15,22,63,ON
55,34,52,ON
61,26,58,OFF
17,9,39,OFF
27,29,60,OFF
29,21,54,OFF
3,16,24,ON
3,17,48,OFF
18,30,64,ON
6,31,34,OFF
87,26,21,ON
83,38,24,OFF
27,42,44,OFF
50,1,35,OFF
35,19,38,OFF
24,8,45,OFF
6,28,66,ON
38,40,46,ON
3,26,64,OFF
54,42,29,ON
66,40,24,OFF
55,7,34,ON
64,37,24,ON
52,13,36,ON
75,0,47,OFF
32,12,49,OFF
66,37,41,OFF
49,26,30,OFF
54,27,32,ON
44,5,44,OFF
1,22,39,ON
15,23,23,ON
55,13,48,OFF
36,25,22,ON
47,6,56,OFF
23,11,33,ON
16,20,39,OFF
86,35,52,ON
5,0,35,OFF
5,35,41,ON
47,41,45,ON
78,11,20,OFF
14,29,63,ON
35,43,68,ON
76,30,25,OFF
70,44,21,OFF
78,4,21,OFF
13,34,62,ON
25,23,24,ON
69,41,52,OFF
83,38,68,OFF
64,32,54,ON
11,23,66,OFF
24,8,23,OFF
29,40,21,OFF
67,19,33,OFF
7,17,33,ON
70,24,34,ON
18,5,34,ON
10,13,45,ON
30,3,29,ON
32,27,63,ON
47,34,63,ON
85,17,35,OFF
52,20,30,OFF
67,41,40,OFF
1,6,66,OFF
89,11,64,ON
57,29,36,ON
34,26,48,ON
48,42,55,ON
34,30,61,OFF
17,23,32,ON
47,29,20,ON
26,6,46,OFF
48,5,32,ON
86,40,29,OFF
46,33,20,OFF
45,19,22,OFF
65,41,69,ON
63,11,45,OFF
52,8,43,OFF
50,42,47,ON
11,34,48,OFF
61,2,46,OFF
66,18,37,ON
16,19,48,ON
28,6,70,OFF
40,41,31,ON
60,25,66,ON
33,23,63,OFF
79,17,58,OFF
51,38,42,OFF
76,2,56,OFF
70,10,22,OFF
31,17,59,OFF
10,14,41,ON
32,39,35,ON
67,25,68,ON
86,29,70,ON
71,38,58,OFF
36,28,70,OFF
87,39,26,ON
3,20,62,OFF
62,40,62,ON
51,42,34,ON
74,37,27,OFF
85,8,25,OFF
32,0,58,OFF
17,2,59,ON
62,10,27,OFF
27,12,27,ON
69,15,44,ON
41,14,66,OFF
85,1,47,OFF
61,29,37,ON
13,1,21,ON
31,14,33,ON
25,42,58,ON
29,13,37,ON
7,24,55,OFF
64,18,43,ON
6,27,44,ON
69,27,50,ON
82,34,24,OFF
87,7,33,ON
67,44,21,ON
22,34,64,OFF
22,30,41,ON
19,10,65,ON
29,3,65,ON
89,18,32,ON
37,27,64,ON
82,19,42,OFF
23,8,40,OFF
28,9,44,OFF
81,33,26,OFF
58,36,57,ON
77,8,57,OFF
12,33,37,OFF
63,16,51,OFF
72,40,33,OFF
52,12,38,ON
42,13,24,OFF
26,27,21,ON
16,29,20,OFF
45,5,39,ON
41,0,30,OFF
17,4,62,ON
11,30,52,ON
89,10,46,OFF
76,36,36,OFF
81,12,26,OFF
61,34,42,OFF
61,17,47,ON
32,31,30,ON
80,2,46,OFF
74,43,50,OFF
32,6,24,OFF
75,3,50,OFF
19,35,60,OFF
58,20,40,ON
67,10,53,OFF
56,31,43,ON
20,33,43,ON
26,34,64,ON
2,22,25,ON
66,24,37,OFF
69,2,23,OFF
1,11,54,ON
28,37,30,ON
58,17,21,ON
69,24,55,ON
68,35,35,OFF
8,2,48,OFF
32,45,30,ON
34,39,23,ON
65,6,64,ON
66,25,23,OFF
6,21,56,ON
59,19,37,ON
47,20,69,ON
14,25,55,ON
67,17,26,OFF
65,31,22,OFF
8,7,51,ON
24,41,60,ON
26,44,66,ON
37,10,50,OFF
42,8,32,OFF
27,38,30,ON
23,39,28,ON
65,38,32,ON
42,33,58,ON
69,35,46,OFF
53,18,63,OFF
48,43,37,ON
87,28,66,ON
11,22,50,OFF
3,33,27,ON
82,10,22,OFF
20,10,41,ON
17,23,27,ON
34,31,25,OFF
35,12,49,OFF
40,31,51,ON
56,23,25,ON
28,44,35,OFF
71,23,49,OFF
33,36,26,ON
61,11,36,OFF
63,26,27,ON
28,14,57,OFF
6,2,55,ON
42,21,23,ON
13,45,59,OFF
41,34,24,ON
3,13,44,ON
36,35,53,ON
30,10,70,ON
71,32,67,OFF
17,42,51,ON
67,29,50,OFF
26,30,40,ON
78,42,20,OFF
78,9,68,ON
12,18,27,ON
9,12,66,ON
18,13,58,ON
14,33,55,ON
36,7,39,ON
71,37,57,ON
20,28,53,ON
54,30,35,ON
27,1,50,OFF
35,5,70,OFF
73,5,43,OFF
74,1,70,OFF
17,5,34,ON
55,1,36,OFF
50,13,64,ON
53,19,35,ON
87,3,63,OFF
23,19,22,ON
63,6,66,OFF
89,27,45,OFF
56,24,54,OFF
51,11,64,ON
47,23,43,OFF
54,35,39,ON
77,21,31,OFF
42,42,31,ON
31,42,40,ON
51,23,62,ON
21,21,28,ON
71,44,31,ON
55,31,56,ON
1,15,63,ON
81,13,52,OFF
52,36,23,OFF
50,12,56,OFF
81,1,54,OFF
52,45,46,ON
88,40,21,ON
67,4,65,OFF
39,41,69,ON
35,3,39,ON
41,12,29,OFF
71,26,45,OFF
5,12,69,ON
54,9,33,OFF
74,1,21,OFF
32,43,25,ON
33,30,22,ON
22,1,56,OFF
78,30,28,ON
22,11,27,OFF
44,9,32,ON
70,1,43,OFF
58,13,49,ON
5,8,66,OFF
55,10,69,ON
30,18,52,OFF
56,28,20,ON
21,1,22,OFF
26,4,62,ON
12,40,21,OFF
20,2,27,ON
12,9,64,ON
35,31,48,OFF
49,40,53,OFF
12,3,28,ON
9,5,55,ON
40,32,37,ON
69,13,35,OFF
14,39,27,ON
3,36,21,ON
87,22,38,ON
61,29,55,ON
19,8,61,ON
74,40,51,OFF
4,23,49,ON
34,4,38,ON
70,2,69,OFF
81,44,54,ON
69,37,51,ON
21,40,62,OFF
54,43,57,ON
18,11,43,ON
13,24,42,OFF
85,12,23,OFF
44,11,61,OFF
80,5,21,OFF
7,33,41,ON
66,27,21,ON
39,9,39,OFF
46,26,47,ON
63,22,58,OFF
1,16,59,ON
33,26,26,ON
54,38,62,ON
71,32,42,OFF
64,2,31,OFF
43,10,58,OFF
89,43,25,ON
5,29,22,ON
32,31,67,ON
54,28,20,ON
41,16,46,ON
48,28,27,ON
40,1,28,OFF
82,1,65,ON
73,26,40,ON
14,16,22,ON
1,34,35,ON
8,17,29,ON
86,23,70,OFF
3,10,55,ON
87,42,62,ON
47,39,45,ON
72,36,24,OFF
70,36,35,OFF
8,24,36,ON
1,11,32,ON
78,45,49,ON
27,21,65,OFF
90,31,41,OFF
38,15,49,OFF
46,24,24,OFF
33,44,26,ON
83,22,70,OFF
43,7,31,OFF
47,5,41,OFF
50,28,38,ON
7,31,51,OFF
56,41,46,ON
16,44,30,ON
39,25,46,ON
85,34,70,OFF
40,12,35,ON
6,40,30,ON
80,26,39,ON
15,32,67,OFF
15,31,38,ON
66,31,42,ON
21,25,24,ON
70,39,47,OFF
13,16,35,OFF
70,26,23,ON
38,24,40,ON
76,29,38,OFF
72,6,44,OFF
8,4,29,ON
7,26,47,ON
62,36,23,OFF
41,24,46,ON
51,0,39,OFF
47,37,42,ON
30,18,65,ON
2,17,39,ON
71,23,49,ON
57,1,64,ON
54,2,48,OFF
18,35,57,ON
34,11,52,ON
8,30,52,OFF
84,44,58,OFF
42,45,26,ON
71,39,33,OFF
89,2,22,OFF
19,4,68,ON
63,17,49,ON
35,34,57,OFF
9,6,63,ON
46,45,50,ON
34,39,24,ON
46,5,65,ON
89,9,57,OFF
19,20,57,ON
14,11,20,OFF
54,20,26,OFF
62,24,45,ON
1,18,57,ON
12,13,66,ON
8,8,48,OFF
31,6,30,OFF
70,5,28,OFF
56,18,55,OFF
73,40,34,ON
58,1,67,ON
89,29,28,OFF
85,6,28,OFF
31,17,61,OFF
79,32,30,ON
53,45,35,ON
45,31,58,OFF
59,8,32,ON
9,12,70,OFF
41,7,69,ON
28,41,37,ON
31,3,39,OFF
48,11,62,ON
28,18,27,OFF
33,17,62,OFF
21,39,30,ON
34,45,63,ON
25,2,68,ON
22,18,30,OFF
17,16,46,ON
89,37,59,ON
18,41,44,ON
5,5,61,ON
72,17,62,OFF
10,0,20,OFF
76,26,64,OFF
22,13,29,OFF
48,33,24,ON
14,14,59,ON
27,7,63,OFF
74,31,66,ON
28,33,30,ON
89,42,38,ON
57,28,42,OFF
24,42,24,ON
76,27,29,OFF
24,39,37,ON
28,16,27,OFF
84,20,49,ON
81,44,67,OFF
75,10,52,OFF
46,27,63,OFF
6,36,35,OFF
62,2,42,OFF
83,22,68,OFF
83,40,53,OFF
82,38,35,OFF
85,19,54,OFF
81,16,59,OFF
19,18,48,ON
58,11,35,ON
72,38,65,OFF
20,36,62,ON
42,17,47,ON
69,7,65,ON
43,20,70,ON
69,26,53,OFF
70,0,64,OFF
57,19,53,OFF
23,26,56,ON
15,30,23,OFF
61,12,41,OFF
26,36,43,ON
3,3,44,ON
85,22,49,OFF
58,45,68,OFF
66,24,62,OFF
73,30,27,ON
27,40,22,ON
75,2,34,OFF
73,32,50,ON
36,6,22,OFF
7,36,48,ON
37,7,68,ON
42,43,27,ON
49,33,59,ON
73,8,32,OFF
7,19,29,ON
7,5,60,ON
30,34,68,ON
3,5,68,OFF
85,35,27,OFF
2,37,65,ON
8,29,45,ON
23,35,66,ON
46,13,21,OFF
59,38,36,ON
67,2,54,OFF
74,36,45,ON
1,13,48,ON
36,2,27,OFF
4,11,41,ON
45,29,57,OFF
48,35,55,OFF
88,20,21,OFF
27,12,49,ON
27,38,26,ON
25,42,68,ON
71,23,43,ON
32,15,44,ON
16,20,53,ON
40,32,23,ON
82,29,52,ON
27,42,61,ON
67,25,35,OFF
62,3,53,OFF
19,2,69,ON
73,35,22,OFF
15,0,36,OFF
48,33,65,ON
58,44,57,ON
36,32,50,ON
1,45,32,ON
15,45,36,OFF
56,7,41,OFF
28,6,26,OFF
9,6,31,ON
83,21,47,ON
84,41,30,OFF
80,15,59,OFF
32,16,22,ON
8,4,65,ON
78,32,46,OFF
82,33,51,OFF
32,31,37,ON
10,30,22,ON
7,10,23,OFF
79,20,66,OFF
13,21,66,ON
33,36,50,ON
2,29,35,OFF
68,6,34,ON
61,44,46,OFF
45,40,36,ON
21,38,70,OFF
38,42,69,ON
33,28,58,ON
83,2,21,OFF
74,36,31,OFF
90,23,64,OFF
2,41,33,ON
69,9,52,OFF
5,38,32,OFF
79,40,28,OFF
26,30,54,ON
28,12,58,ON
36,43,61,ON
9,6,29,ON
34,8,34,ON
40,4,67,ON
68,2,49,OFF
88,0,42,OFF
45,36,26,ON
5,29,36,ON
89,25,43,OFF
83,38,22,OFF
10,28,25,OFF
34,33,65,ON
67,34,30,OFF
42,2,45,OFF
50,18,51,OFF
67,16,31,OFF
37,42,46,ON
58,14,66,ON
60,4,25,OFF
62,34,27,ON
20,36,26,ON
3,45,41,ON
9,38,31,OFF
68,21,54,OFF
82,41,65,OFF
53,19,25,ON
44,1,39,OFF
53,7,48,OFF
78,18,66,ON
67,27,51,ON
17,25,67,ON
23,30,56,ON
88,42,60,ON
11,34,59,ON
56,35,70,ON
87,0,60,OFF
68,5,53,OFF
63,45,32,ON
55,6,51,ON
64,40,47,ON
24,39,43,ON
58,40,42,ON
38,32,53,ON
63,16,50,OFF
32,2,44,ON
81,28,47,ON
26,24,64,OFF
20,37,24,ON
20,9,58,OFF
22,9,21,ON
60,37,30,ON
53,27,63,ON
15,38,51,OFF
62,22,61,OFF
59,27,62,OFF
63,45,67,OFF
41,36,53,ON
31,34,23,ON
29,36,66,ON
15,0,66,OFF
12,10,35,ON
71,29,46,ON
75,39,36,OFF
56,9,43,ON
22,21,66,OFF
58,25,57,ON
21,20,30,OFF
5,15,49,ON
16,5,40,OFF
3,13,26,ON
60,1,42,OFF
30,30,57,ON
56,15,60,OFF
39,22,60,OFF
54,14,60,OFF
35,24,61,OFF
35,20,53,OFF
12,42,65,OFF
84,23,41,OFF
59,36,69,ON
74,28,68,OFF
45,13,45,ON
1,22,43,ON
75,38,38,OFF
42,33,43,ON
46,34,53,ON
2,0,31,ON
86,43,32,OFF
40,31,25,OFF
40,24,41,ON
39,2,57,OFF
20,35,58,ON
18,41,42,ON
62,0,23,OFF
63,23,53,ON
71,12,32,OFF
3,26,57,ON
68,36,31,OFF
81,31,26,OFF
59,16,38,ON
74,7,51,OFF
90,17,42,OFF
23,21,22,OFF
52,31,53,ON
64,8,29,OFF
37,7,39,ON
87,15,22,OFF
61,7,34,OFF
26,7,68,OFF
60,17,54,OFF
84,2,32,OFF
35,8,67,OFF
34,40,20,OFF
9,45,46,ON
14,5,43,ON
55,24,58,ON
13,3,64,ON
66,19,26,OFF
47,39,60,ON
63,33,54,ON
77,19,52,OFF
61,28,67,ON
58,3,44,OFF
21,41,42,OFF
55,9,35,ON
36,34,27,ON
65,20,40,OFF
60,39,24,ON
75,15,30,OFF
1,8,28,OFF
28,29,61,ON
8,5,22,ON
28,33,30,ON
15,39,58,ON
25,38,52,ON
46,23,67,ON
7,31,57,ON
14,37,64,ON
33,22,48,ON
2,11,45,ON
62,37,25,ON
72,33,43,ON
65,14,31,OFF
90,40,62,OFF
89,41,32,OFF
42,33,50,OFF
23,1,30,OFF
11,24,60,ON
11,4,26,ON
71,13,42,OFF
49,1,28,OFF
77,18,54,OFF
44,44,31,OFF
17,25,66,ON
40,23,52,ON
68,39,45,ON
86,41,32,OFF
70,2,47,OFF
28,37,23,OFF
76,22,23,OFF
19,3,35,ON
79,45,44,OFF
41,27,36,ON
3,28,41,ON
59,9,38,ON
22,5,25,OFF
79,12,63,OFF
14,19,23,ON
83,8,53,OFF
88,32,53,OFF
21,7,68,OFF
79,19,68,ON
30,33,63,ON
17,21,33,OFF
74,19,44,ON
11,25,26,OFF
62,3,35,OFF
89,15,69,OFF
32,45,46,ON
22,28,41,ON
84,17,38,ON
40,13,26,ON
41,21,23,OFF
68,4,36,OFF
34,25,34,ON
49,37,64,OFF
40,39,58,ON
51,18,50,OFF
76,29,25,ON
36,7,64,ON
35,39,68,ON
42,45,51,OFF
73,45,37,OFF
44,36,30,ON
52,9,58,ON
50,21,63,ON
59,27,22,ON
12,42,20,ON
85,44,43,ON
19,40,20,ON
33,7,66,ON
44,42,63,OFF
22,4,48,OFF
43,0,32,OFF
44,8,22,OFF
54,43,35,ON
50,0,32,OFF
89,15,52,OFF
80,21,34,ON
14,40,23,ON
71,31,31,ON
40,3,48,OFF
50,6,40,OFF
79,17,22,OFF
43,27,69,ON
78,12,64,OFF
39,37,34,ON
30,10,38,ON
22,13,70,OFF
9,18,21,OFF
42,6,66,OFF
5,29,36,OFF
48,5,46,OFF
53,25,25,ON
55,36,42,ON
18,7,32,ON
78,19,50,OFF
77,28,40,ON
44,19,51,ON
65,31,40,ON
77,25,39,ON
24,26,28,ON
51,12,28,OFF
90,4,33,OFF
62,0,60,OFF
34,16,20,OFF
55,29,41,ON
20,30,42,ON
84,22,61,OFF
67,42,46,ON
5,10,50,ON
39,21,30,OFF
4,11,55,ON
84,40,27,OFF
7,11,33,OFF
59,14,54,OFF
70,36,20,OFF
20,40,43,ON
25,25,62,OFF
67,7,56,OFF
16,11,45,ON
14,12,34,OFF
72,45,57,OFF
9,21,51,OFF
62,45,40,ON
65,8,47,OFF
19,9,41,OFF
14,40,40,ON
55,18,38,ON
80,34,59,ON
32,32,31,ON
27,25,26,OFF
30,28,39,ON
20,34,69,OFF
49,29,51,ON
90,37,48,ON
69,33,27,OFF
18,45,21,OFF
24,45,31,OFF
52,16,52,OFF
34,18,63,OFF
15,45,20,ON
84,45,42,OFF
22,12,57,OFF
22,40,29,ON
21,20,24,OFF
55,26,33,OFF
76,42,31,OFF
42,33,45,ON
55,10,52,OFF
62,43,70,ON
24,38,69,ON
64,42,45,ON
40,13,52,OFF
5,31,64,ON
84,26,42,ON
53,16,21,ON
73,23,28,OFF
86,19,51,ON
84,44,36,ON
50,40,53,OFF
79,40,41,ON
84,35,26,OFF
31,11,67,ON
52,26,49,ON
23,7,44,OFF
14,0,22,ON
83,17,44,OFF
45,30,60,ON
36,19,56,ON
49,26,24,ON
87,38,52,OFF
62,17,29,OFF
4,16,57,ON
81,32,30,OFF
39,3,68,OFF
4,42,34,ON
44,36,25,ON
14,15,64,ON
19,30,52,ON
45,18,63,OFF
90,15,56,OFF
17,1,68,ON
78,35,54,ON
70,35,47,ON
48,28,32,ON
35,5,66,ON
85,35,46,ON
27,0,61,OFF
60,13,68,OFF
69,1,22,OFF
88,16,44,OFF
89,7,31,OFF
47,29,46,ON
90,12,35,ON
55,20,32,ON
85,36,53,OFF
83,19,42,OFF
37,25,65,ON
38,9,57,OFF
30,26,47,ON
29,14,32,ON
12,26,38,ON
66,8,63,OFF
89,38,50,OFF
37,28,37,ON
46,28,37,ON
5,2,59,ON
89,24,27,OFF
16,22,28,ON
6,19,37,OFF
46,30,31,OFF
55,45,70,OFF
15,30,68,ON
38,7,46,OFF
57,30,40,ON
73,2,62,OFF
4,29,22,ON
66,34,45,OFF
14,36,41,ON
69,35,32,OFF
9,45,38,ON
71,23,28,OFF
59,1,23,ON
13,15,39,ON
45,36,42,ON
76,11,61,OFF
26,18,20,ON
7,6,69,ON
82,32,63,ON
31,8,57,OFF
66,15,34,ON
48,6,62,ON
62,32,65,OFF
83,23,26,OFF
22,25,37,OFF
86,32,43,OFF
52,45,36,ON
36,32,64,OFF
51,42,70,ON
90,18,63,OFF
23,9,46,OFF
29,19,44,OFF
26,44,34,ON
61,14,62,OFF
28,32,31,OFF
36,4,54,ON
13,35,51,ON
51,15,41,ON
34,23,54,ON
37,15,37,OFF
45,27,53,OFF
36,10,68,ON
63,36,21,ON
61,8,45,OFF
80,36,47,OFF
50,37,38,ON
69,3,44,OFF
25,29,29,ON
84,43,36,OFF
6,8,31,ON
25,3,59,OFF
17,8,48,ON
59,6,30,OFF
45,19,28,OFF
49,32,69,OFF
15,2,48,OFF
76,27,45,OFF
38,15,65,ON
73,14,22,OFF
78,43,25,OFF
74,38,41,ON
34,27,56,ON
46,26,45,ON
22,44,29,OFF
79,31,56,ON
60,9,43,OFF
62,18,43,OFF
42,8,70,OFF
24,29,68,OFF
22,2,52,OFF
75,11,51,OFF
60,35,45,ON
62,27,61,OFF
90,37,53,ON
13,17,68,ON
72,10,37,ON
18,21,64,ON
73,32,26,ON
1,6,58,OFF
27,39,64,ON
11,27,59,ON
22,29,22,ON
